Programkod	Programanmkod	Program	Läsår	Läsår_link0
SM001	81008.1314	Euroforester - masterprogram	13/14 	ramschema.cfm?programkod=SM001&selLasar=1314&sprak=sv&programanmkod=81008.1314
SM001	81008.1415	Euroforester - masterprogram	14/15 	ramschema.cfm?programkod=SM001&selLasar=1415&sprak=sv&programanmkod=81008.1415
SM001	81008.1516	Euroforester - masterprogram	15/16 	ramschema.cfm?programkod=SM001&selLasar=1516&sprak=sv&programanmkod=81008.1516
SM001	81008.1617	Euroforester - masterprogram	16/17 	ramschema.cfm?programkod=SM001&selLasar=1617&sprak=sv&programanmkod=81008.1617
SM001	81008.1718	Euroforester - masterprogram	17/18 	ramschema.cfm?programkod=SM001&selLasar=1718&sprak=sv&programanmkod=81008.1718
SM001	81008.1819	Euroforester - masterprogram	18/19 	ramschema.cfm?programkod=SM001&selLasar=1819&sprak=sv&programanmkod=81008.1819
SM001	81008.1920	Euroforester - masterprogram	19/20 	ramschema.cfm?programkod=SM001&selLasar=1920&sprak=sv&programanmkod=81008.1920
SM001	81008.2021	Euroforester - masterprogram	20/21 	ramschema.cfm?programkod=SM001&selLasar=2021&sprak=sv&programanmkod=81008.2021
SM001	81008.2122	Euroforester - masterprogram	21/22 	ramschema.cfm?programkod=SM001&selLasar=2122&sprak=sv&programanmkod=81008.2122
SM001	81008.2223	Euroforester - masterprogram	22/23 	ramschema.cfm?programkod=SM001&selLasar=2223&sprak=sv&programanmkod=81008.2223
SM002	81009.0910	Växt- och skogsbioteknik - masterprogram	09/10 	ramschema.cfm?programkod=SM002&selLasar=0910&sprak=sv&programanmkod=81009.0910
SM002	81009.1011	Växt- och skogsbioteknik - masterprogram	10/11 	ramschema.cfm?programkod=SM002&selLasar=1011&sprak=sv&programanmkod=81009.1011
SM002	81009.1112	Växt- och skogsbioteknik - masterprogram	11/12 	ramschema.cfm?programkod=SM002&selLasar=1112&sprak=sv&programanmkod=81009.1112
SM003	81010.0910	Skötsel av vilt- och fiskpopulationer - masterprogram	09/10 	ramschema.cfm?programkod=SM003&selLasar=0910&sprak=sv&programanmkod=81010.0910
SM003	81010.1011	Skötsel av vilt- och fiskpopulationer - masterprogram	10/11 	ramschema.cfm?programkod=SM003&selLasar=1011&sprak=sv&programanmkod=81010.1011
SM003	81010.1112	Skötsel av vilt- och fiskpopulationer - masterprogram	11/12 	ramschema.cfm?programkod=SM003&selLasar=1112&sprak=sv&programanmkod=81010.1112
SM003	81010.1213	Skötsel av vilt- och fiskpopulationer - masterprogram	12/13 	ramschema.cfm?programkod=SM003&selLasar=1213&sprak=sv&programanmkod=81010.1213
SM003	81010.1314	Skötsel av vilt- och fiskpopulationer - masterprogram	13/14 	ramschema.cfm?programkod=SM003&selLasar=1314&sprak=sv&programanmkod=81010.1314
SM003	81010.1415	Skötsel av vilt- och fiskpopulationer - masterprogram	14/15 	ramschema.cfm?programkod=SM003&selLasar=1415&sprak=sv&programanmkod=81010.1415
SM003	81010.1516	Skötsel av vilt- och fiskpopulationer - masterprogram	15/16 	ramschema.cfm?programkod=SM003&selLasar=1516&sprak=sv&programanmkod=81010.1516
SM003	81010.1617	Skötsel av vilt- och fiskpopulationer - masterprogram	16/17 	ramschema.cfm?programkod=SM003&selLasar=1617&sprak=sv&programanmkod=81010.1617
SM003	81010.1718	Skötsel av vilt- och fiskpopulationer - masterprogram	17/18 	ramschema.cfm?programkod=SM003&selLasar=1718&sprak=sv&programanmkod=81010.1718
SM003	81010.1819	Skötsel av vilt- och fiskpopulationer - masterprogram	18/19 	ramschema.cfm?programkod=SM003&selLasar=1819&sprak=sv&programanmkod=81010.1819
SM003	81010.1920	Skötsel av vilt- och fiskpopulationer - masterprogram	19/20 	ramschema.cfm?programkod=SM003&selLasar=1920&sprak=sv&programanmkod=81010.1920
SM003	81010.2021	Skötsel av vilt- och fiskpopulationer - masterprogram	20/21 	ramschema.cfm?programkod=SM003&selLasar=2021&sprak=sv&programanmkod=81010.2021
SM003	81010.2122	Skötsel av vilt- och fiskpopulationer - masterprogram	21/22 	ramschema.cfm?programkod=SM003&selLasar=2122&sprak=sv&programanmkod=81010.2122
SM003	81010.2223	Skötsel av vilt- och fiskpopulationer - masterprogram	22/23 	ramschema.cfm?programkod=SM003&selLasar=2223&sprak=sv&programanmkod=81010.2223
SM004	81044.1011	Skogsindustriell ekonomi - master	10/11 	ramschema.cfm?programkod=SM004&selLasar=1011&sprak=sv&programanmkod=81044.1011
SM004	81044.1112	Skogsindustriell ekonomi - master	11/12 	ramschema.cfm?programkod=SM004&selLasar=1112&sprak=sv&programanmkod=81044.1112
SM004	81044.1213	Skogsindustriell ekonomi - master	12/13 	ramschema.cfm?programkod=SM004&selLasar=1213&sprak=sv&programanmkod=81044.1213
SM004	81044.1314	Skogsindustriell ekonomi - master	13/14 	ramschema.cfm?programkod=SM004&selLasar=1314&sprak=sv&programanmkod=81044.1314
SM004	81044.1415	Skogsindustriell ekonomi - master	14/15 	ramschema.cfm?programkod=SM004&selLasar=1415&sprak=sv&programanmkod=81044.1415
SM004	81044.1516	Skogsindustriell ekonomi - master	15/16 	ramschema.cfm?programkod=SM004&selLasar=1516&sprak=sv&programanmkod=81044.1516
SM005	81004.1011	Miljöövervakning - masterprogram	10/11 	ramschema.cfm?programkod=SM005&selLasar=1011&sprak=sv&programanmkod=81004.1011
SM005	81004.1112	Miljöövervakning - masterprogram	11/12 	ramschema.cfm?programkod=SM005&selLasar=1112&sprak=sv&programanmkod=81004.1112
SM006	81059.1819	Växtbiologi för hållbar produktion - masterprogram SKOG	18/19 	ramschema.cfm?programkod=SM006&selLasar=1819&sprak=sv&programanmkod=81059.1819
SM006	81059.1920	Växtbiologi för hållbar produktion - masterprogram SKOG	19/20 	ramschema.cfm?programkod=SM006&selLasar=1920&sprak=sv&programanmkod=81059.1920
SM006	81059.2021	Växtbiologi för hållbar produktion - masterprogram SKOG	20/21 	ramschema.cfm?programkod=SM006&selLasar=2021&sprak=sv&programanmkod=81059.2021
SM006	81066.2122	Växtbiologi för hållbar produktion - masterprogram SKOG	21/22 	ramschema.cfm?programkod=SM006&selLasar=2122&sprak=sv&programanmkod=81066.2122
SM006	81064.2223	Växtbiologi för hållbar produktion - masterprogram VÄXT	22/23 	ramschema.cfm?programkod=SM006&selLasar=2223&sprak=sv&programanmkod=81064.2223
SM007	81068.1920	Skoglig ekologi och hållbar skötsel – masterprogram	19/20 	ramschema.cfm?programkod=SM007&selLasar=1920&sprak=sv&programanmkod=81068.1920
SM007	81069.1920	Skoglig ekologi och hållbar skötsel – masterprogram	19/20 	ramschema.cfm?programkod=SM007&selLasar=1920&sprak=sv&programanmkod=81069.1920
SM007	81068.2021	Skoglig ekologi och hållbar skötsel – masterprogram	20/21 	ramschema.cfm?programkod=SM007&selLasar=2021&sprak=sv&programanmkod=81068.2021
SM007	81069.2122	Skoglig ekologi och hållbar skötsel – masterprogram	21/22 	ramschema.cfm?programkod=SM007&selLasar=2122&sprak=sv&programanmkod=81069.2122
SM007	81068.2223	Skoglig ekologi och hållbar skötsel – masterprogram	22/23 	ramschema.cfm?programkod=SM007&selLasar=2223&sprak=sv&programanmkod=81068.2223
SMTA2	81077.2021	Skogsbruk med många mål	20/21 	ramschema.cfm?programkod=SMTA2&selLasar=2021&sprak=sv&programanmkod=81077.2021
SMTA2	81077.2122	Skogsbruk med många mål	21/22 	ramschema.cfm?programkod=SMTA2&selLasar=2122&sprak=sv&programanmkod=81077.2122
SMTA2	81077.2223	Skogsbruk med många mål	22/23 	ramschema.cfm?programkod=SMTA2&selLasar=2223&sprak=sv&programanmkod=81077.2223
SY001	91001.0910	Jägmästarprogrammet	09/10 	ramschema.cfm?programkod=SY001&selLasar=0910&sprak=sv&programanmkod=91001.0910
SY001	91010.1011	Jägmästarprogrammet	10/11 	ramschema.cfm?programkod=SY001&selLasar=1011&sprak=sv&programanmkod=91010.1011
SY001	91001.1112	Jägmästarprogrammet	11/12 	ramschema.cfm?programkod=SY001&selLasar=1112&sprak=sv&programanmkod=91001.1112
SY001	91001.1213	Jägmästarprogrammet	12/13 	ramschema.cfm?programkod=SY001&selLasar=1213&sprak=sv&programanmkod=91001.1213
SY001	91001.1314	Jägmästarprogrammet	13/14 	ramschema.cfm?programkod=SY001&selLasar=1314&sprak=sv&programanmkod=91001.1314
SY001	91001.1415	Jägmästarprogrammet	14/15 	ramschema.cfm?programkod=SY001&selLasar=1415&sprak=sv&programanmkod=91001.1415
SY001	91001.1516	Jägmästarprogrammet	15/16 	ramschema.cfm?programkod=SY001&selLasar=1516&sprak=sv&programanmkod=91001.1516
SY001	91001.1617	Jägmästarprogrammet	16/17 	ramschema.cfm?programkod=SY001&selLasar=1617&sprak=sv&programanmkod=91001.1617
SY001	91047.1718	Jägmästarprogrammet	17/18 	ramschema.cfm?programkod=SY001&selLasar=1718&sprak=sv&programanmkod=91047.1718
SY001	91047.1819	Jägmästarprogrammet	18/19 	ramschema.cfm?programkod=SY001&selLasar=1819&sprak=sv&programanmkod=91047.1819
SY001	91047.1920	Jägmästarprogrammet	19/20 	ramschema.cfm?programkod=SY001&selLasar=1920&sprak=sv&programanmkod=91047.1920
SY001	91047.2021	Jägmästarprogrammet	20/21 	ramschema.cfm?programkod=SY001&selLasar=2021&sprak=sv&programanmkod=91047.2021
SY001	91065.2122	Jägmästarprogrammet	21/22 	ramschema.cfm?programkod=SY001&selLasar=2122&sprak=sv&programanmkod=91065.2122
SY001	91047.2223	Jägmästarprogrammet	22/23 	ramschema.cfm?programkod=SY001&selLasar=2223&sprak=sv&programanmkod=91047.2223
SY002	91002.0910	Skogsmästarprogrammet	09/10 	ramschema.cfm?programkod=SY002&selLasar=0910&sprak=sv&programanmkod=91002.0910
SY002	91002.1011	Skogsmästarprogrammet	10/11 	ramschema.cfm?programkod=SY002&selLasar=1011&sprak=sv&programanmkod=91002.1011
SY002	91002.1112	Skogsmästarprogrammet	11/12 	ramschema.cfm?programkod=SY002&selLasar=1112&sprak=sv&programanmkod=91002.1112
SY002	91002.1213	Skogsmästarprogrammet	12/13 	ramschema.cfm?programkod=SY002&selLasar=1213&sprak=sv&programanmkod=91002.1213
SY002	91002.1314	Skogsmästarprogrammet	13/14 	ramschema.cfm?programkod=SY002&selLasar=1314&sprak=sv&programanmkod=91002.1314
SY002	91002.1415	Skogsmästarprogrammet	14/15 	ramschema.cfm?programkod=SY002&selLasar=1415&sprak=sv&programanmkod=91002.1415
SY002	91002.1516	Skogsmästarprogrammet	15/16 	ramschema.cfm?programkod=SY002&selLasar=1516&sprak=sv&programanmkod=91002.1516
SY002	91002.1617	Skogsmästarprogrammet	16/17 	ramschema.cfm?programkod=SY002&selLasar=1617&sprak=sv&programanmkod=91002.1617
SY002	91002.1718	Skogsmästarprogrammet	17/18 	ramschema.cfm?programkod=SY002&selLasar=1718&sprak=sv&programanmkod=91002.1718
SY002	91002.1819	Skogsmästarprogrammet	18/19 	ramschema.cfm?programkod=SY002&selLasar=1819&sprak=sv&programanmkod=91002.1819
SY002	91002.1920	Skogsmästarprogrammet	19/20 	ramschema.cfm?programkod=SY002&selLasar=1920&sprak=sv&programanmkod=91002.1920
SY002	91002.2021	Skogsmästarprogrammet	20/21 	ramschema.cfm?programkod=SY002&selLasar=2021&sprak=sv&programanmkod=91002.2021
SY002	91002.2122	Skogsmästarprogrammet	21/22 	ramschema.cfm?programkod=SY002&selLasar=2122&sprak=sv&programanmkod=91002.2122
SY002	91002.2223	Skogsmästarprogrammet	22/23 	ramschema.cfm?programkod=SY002&selLasar=2223&sprak=sv&programanmkod=91002.2223
TES2Y	P1501.0910	Civilingenjörsprogrammet i energisystem	09/10 	ramschema.cfm?programkod=TES2Y&selLasar=0910&sprak=sv&programanmkod=P1501.0910
TES2Y	P1501.1314	Civilingenjörsprogrammet i energisystem	13/14 	ramschema.cfm?programkod=TES2Y&selLasar=1314&sprak=sv&programanmkod=P1501.1314
TES2Y	P1501.1415	Civilingenjörsprogrammet i energisystem	14/15 	ramschema.cfm?programkod=TES2Y&selLasar=1415&sprak=sv&programanmkod=P1501.1415
TES2Y	P1501.1516	Civilingenjörsprogrammet i energisystem	15/16 	ramschema.cfm?programkod=TES2Y&selLasar=1516&sprak=sv&programanmkod=P1501.1516
TES2Y	P1501.1617	Civilingenjörsprogrammet i energisystem	16/17 	ramschema.cfm?programkod=TES2Y&selLasar=1617&sprak=sv&programanmkod=P1501.1617
TES2Y	P1501.1718	Civilingenjörsprogrammet i energisystem	17/18 	ramschema.cfm?programkod=TES2Y&selLasar=1718&sprak=sv&programanmkod=P1501.1718
TES2Y	P1501.1819	Civilingenjörsprogrammet i energisystem	18/19 	ramschema.cfm?programkod=TES2Y&selLasar=1819&sprak=sv&programanmkod=P1501.1819
TES2Y	P1501.1920	Civilingenjörsprogrammet i energisystem	19/20 	ramschema.cfm?programkod=TES2Y&selLasar=1920&sprak=sv&programanmkod=P1501.1920
TES2Y	P1501.2021	Civilingenjörsprogrammet i energisystem	20/21 	ramschema.cfm?programkod=TES2Y&selLasar=2021&sprak=sv&programanmkod=P1501.2021
TES2Y	P1501.2122	Civilingenjörsprogrammet i energisystem	21/22 	ramschema.cfm?programkod=TES2Y&selLasar=2122&sprak=sv&programanmkod=P1501.2122
TES2Y	P1501.2223	Civilingenjörsprogrammet i energisystem	22/23 	ramschema.cfm?programkod=TES2Y&selLasar=2223&sprak=sv&programanmkod=P1501.2223
TMV2Y	P1504.1516	Civilingenjörsprogrammet i miljö- och vattenteknik	15/16 	ramschema.cfm?programkod=TMV2Y&selLasar=1516&sprak=sv&programanmkod=P1504.1516
TMV2Y	P1504.1617	Civilingenjörsprogrammet i miljö- och vattenteknik	16/17 	ramschema.cfm?programkod=TMV2Y&selLasar=1617&sprak=sv&programanmkod=P1504.1617
TMV2Y	P1504.1718	Civilingenjörsprogrammet i miljö- och vattenteknik	17/18 	ramschema.cfm?programkod=TMV2Y&selLasar=1718&sprak=sv&programanmkod=P1504.1718
TMV2Y	P1504.1819	Civilingenjörsprogrammet i miljö- och vattenteknik	18/19 	ramschema.cfm?programkod=TMV2Y&selLasar=1819&sprak=sv&programanmkod=P1504.1819
TMV2Y	P1504.1920	Civilingenjörsprogrammet i miljö- och vattenteknik	19/20 	ramschema.cfm?programkod=TMV2Y&selLasar=1920&sprak=sv&programanmkod=P1504.1920
TMV2Y	P1504.2021	Civilingenjörsprogrammet i miljö- och vattenteknik	20/21 	ramschema.cfm?programkod=TMV2Y&selLasar=2021&sprak=sv&programanmkod=P1504.2021
TMV2Y	P1504.2122	Civilingenjörsprogrammet i miljö- och vattenteknik	21/22 	ramschema.cfm?programkod=TMV2Y&selLasar=2122&sprak=sv&programanmkod=P1504.2122
TMV2Y	P1504.2223	Civilingenjörsprogrammet i miljö- och vattenteknik	22/23 	ramschema.cfm?programkod=TMV2Y&selLasar=2223&sprak=sv&programanmkod=P1504.2223
TU001	91037.1516	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	15/16 	ramschema.cfm?programkod=TU001&selLasar=1516&sprak=sv&programanmkod=91037.1516
TU001	91037.1617	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	16/17 	ramschema.cfm?programkod=TU001&selLasar=1617&sprak=sv&programanmkod=91037.1617
TU001	91037.1718	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	17/18 	ramschema.cfm?programkod=TU001&selLasar=1718&sprak=sv&programanmkod=91037.1718
TU001	91046.1819	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	18/19 	ramschema.cfm?programkod=TU001&selLasar=1819&sprak=sv&programanmkod=91046.1819
TU001	91046.1920	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	19/20 	ramschema.cfm?programkod=TU001&selLasar=1920&sprak=sv&programanmkod=91046.1920
TU001	91046.2021	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	20/21 	ramschema.cfm?programkod=TU001&selLasar=2021&sprak=sv&programanmkod=91046.2021
TU001	91046.2122	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	21/22 	ramschema.cfm?programkod=TU001&selLasar=2122&sprak=sv&programanmkod=91046.2122
TU001	91046.2223	Tilläggsutbildning för veterinärer med examen från land utanför EU/EES och Schweiz	22/23 	ramschema.cfm?programkod=TU001&selLasar=2223&sprak=sv&programanmkod=91046.2223
VK001	91019.0910	Husdjursvetenskap - kandidatprogram	09/10 	ramschema.cfm?programkod=VK001&selLasar=0910&sprak=sv&programanmkod=91019.0910
VK001	91019.1011	Husdjursvetenskap - kandidatprogram	10/11 	ramschema.cfm?programkod=VK001&selLasar=1011&sprak=sv&programanmkod=91019.1011
VK001	91019.1112	Husdjursvetenskap - kandidatprogram	11/12 	ramschema.cfm?programkod=VK001&selLasar=1112&sprak=sv&programanmkod=91019.1112
VK001	91019.1213	Husdjursvetenskap - kandidatprogram	12/13 	ramschema.cfm?programkod=VK001&selLasar=1213&sprak=sv&programanmkod=91019.1213
VK001	91019.1314	Husdjursvetenskap - kandidatprogram	13/14 	ramschema.cfm?programkod=VK001&selLasar=1314&sprak=sv&programanmkod=91019.1314
VK001	91019.1415	Husdjursvetenskap - kandidatprogram	14/15 	ramschema.cfm?programkod=VK001&selLasar=1415&sprak=sv&programanmkod=91019.1415
VK001	91019.1516	Husdjursvetenskap - kandidatprogram	15/16 	ramschema.cfm?programkod=VK001&selLasar=1516&sprak=sv&programanmkod=91019.1516
VK001	91019.1617	Husdjursvetenskap - kandidatprogram	16/17 	ramschema.cfm?programkod=VK001&selLasar=1617&sprak=sv&programanmkod=91019.1617
VK002	91020.0910	Etologi och djurskydd - kandidatprogram	09/10 	ramschema.cfm?programkod=VK002&selLasar=0910&sprak=sv&programanmkod=91020.0910
VK002	91020.1011	Etologi och djurskydd - kandidatprogram	10/11 	ramschema.cfm?programkod=VK002&selLasar=1011&sprak=sv&programanmkod=91020.1011
VK002	91020.1112	Etologi och djurskydd - kandidatprogram	11/12 	ramschema.cfm?programkod=VK002&selLasar=1112&sprak=sv&programanmkod=91020.1112
VK002	91020.1213	Etologi och djurskydd - kandidatprogram	12/13 	ramschema.cfm?programkod=VK002&selLasar=1213&sprak=sv&programanmkod=91020.1213
VK002	91020.1314	Etologi och djurskydd - kandidatprogram	13/14 	ramschema.cfm?programkod=VK002&selLasar=1314&sprak=sv&programanmkod=91020.1314
VK002	91020.1415	Etologi och djurskydd - kandidatprogram	14/15 	ramschema.cfm?programkod=VK002&selLasar=1415&sprak=sv&programanmkod=91020.1415
VK002	91020.1516	Etologi och djurskydd - kandidatprogram	15/16 	ramschema.cfm?programkod=VK002&selLasar=1516&sprak=sv&programanmkod=91020.1516
VK002	91020.1617	Etologi och djurskydd - kandidatprogram	16/17 	ramschema.cfm?programkod=VK002&selLasar=1617&sprak=sv&programanmkod=91020.1617
VK002	91020.1718	Etologi och djurskydd - kandidatprogram	17/18 	ramschema.cfm?programkod=VK002&selLasar=1718&sprak=sv&programanmkod=91020.1718
VK003	91034.0910	Djursjukskötare - kandidatprogram	09/10 	ramschema.cfm?programkod=VK003&selLasar=0910&sprak=sv&programanmkod=91034.0910
VK003	91034.1011	Djursjukskötare - kandidatprogram	10/11 	ramschema.cfm?programkod=VK003&selLasar=1011&sprak=sv&programanmkod=91034.1011
VK003	91034.1112	Djursjukskötare - kandidatprogram	11/12 	ramschema.cfm?programkod=VK003&selLasar=1112&sprak=sv&programanmkod=91034.1112
VK003	91034.1213	Djursjukskötare - kandidatprogram	12/13 	ramschema.cfm?programkod=VK003&selLasar=1213&sprak=sv&programanmkod=91034.1213
VK003	91034.1314	Djursjukskötare - kandidatprogram	13/14 	ramschema.cfm?programkod=VK003&selLasar=1314&sprak=sv&programanmkod=91034.1314
VK003	91034.1415	Djursjukskötare - kandidatprogram	14/15 	ramschema.cfm?programkod=VK003&selLasar=1415&sprak=sv&programanmkod=91034.1415
VK003	91034.1516	Djursjukskötare - kandidatprogram	15/16 	ramschema.cfm?programkod=VK003&selLasar=1516&sprak=sv&programanmkod=91034.1516
VK003	91034.1617	Djursjukskötare - kandidatprogram	16/17 	ramschema.cfm?programkod=VK003&selLasar=1617&sprak=sv&programanmkod=91034.1617
VK003	91034.1718	Djursjukskötare - kandidatprogram	17/18 	ramschema.cfm?programkod=VK003&selLasar=1718&sprak=sv&programanmkod=91034.1718
VK003	91034.1819	Djursjukskötare - kandidatprogram	18/19 	ramschema.cfm?programkod=VK003&selLasar=1819&sprak=sv&programanmkod=91034.1819
VK003	91034.1920	Djursjukskötare - kandidatprogram	19/20 	ramschema.cfm?programkod=VK003&selLasar=1920&sprak=sv&programanmkod=91034.1920
VK004	91024.1011	Hippolog - kandidatprogram RIDH	10/11 	ramschema.cfm?programkod=VK004&selLasar=1011&sprak=sv&programanmkod=91024.1011
VK004	91024.1112	Hippolog - kandidatprogram RIDH	11/12 	ramschema.cfm?programkod=VK004&selLasar=1112&sprak=sv&programanmkod=91024.1112
VK004	91025.1112	Hippolog - kandidatprogram TRAV	11/12 	ramschema.cfm?programkod=VK004&selLasar=1112&sprak=sv&programanmkod=91025.1112
VK004	91026.1112	Hippolog - kandidatprogram ISLA	11/12 	ramschema.cfm?programkod=VK004&selLasar=1112&sprak=sv&programanmkod=91026.1112
VK004	91024.1213	Hippolog - kandidatprogram RIDH	12/13 	ramschema.cfm?programkod=VK004&selLasar=1213&sprak=sv&programanmkod=91024.1213
VK004	91025.1213	Hippolog - kandidatprogram TRAV	12/13 	ramschema.cfm?programkod=VK004&selLasar=1213&sprak=sv&programanmkod=91025.1213
VK004	91026.1213	Hippolog - kandidatprogram ISLA	12/13 	ramschema.cfm?programkod=VK004&selLasar=1213&sprak=sv&programanmkod=91026.1213
VK004	91024.1314	Hippolog - kandidatprogram RIDH	13/14 	ramschema.cfm?programkod=VK004&selLasar=1314&sprak=sv&programanmkod=91024.1314
VK004	91025.1314	Hippolog - kandidatprogram TRAV	13/14 	ramschema.cfm?programkod=VK004&selLasar=1314&sprak=sv&programanmkod=91025.1314
VK004	91026.1314	Hippolog - kandidatprogram ISLA	13/14 	ramschema.cfm?programkod=VK004&selLasar=1314&sprak=sv&programanmkod=91026.1314
VK004	91024.1415	Hippolog - kandidatprogram RIDH	14/15 	ramschema.cfm?programkod=VK004&selLasar=1415&sprak=sv&programanmkod=91024.1415
VK004	91025.1415	Hippolog - kandidatprogram TRAV	14/15 	ramschema.cfm?programkod=VK004&selLasar=1415&sprak=sv&programanmkod=91025.1415
VK004	91026.1415	Hippolog - kandidatprogram ISLA	14/15 	ramschema.cfm?programkod=VK004&selLasar=1415&sprak=sv&programanmkod=91026.1415
VK004	91024.1516	Hippolog - kandidatprogram RIDH	15/16 	ramschema.cfm?programkod=VK004&selLasar=1516&sprak=sv&programanmkod=91024.1516
VK004	91024.1617	Hippolog - kandidatprogram RIDH	16/17 	ramschema.cfm?programkod=VK004&selLasar=1617&sprak=sv&programanmkod=91024.1617
VK004	91025.1617	Hippolog - kandidatprogram TRAV	16/17 	ramschema.cfm?programkod=VK004&selLasar=1617&sprak=sv&programanmkod=91025.1617
VK004	91026.1617	Hippolog - kandidatprogram ISLA	16/17 	ramschema.cfm?programkod=VK004&selLasar=1617&sprak=sv&programanmkod=91026.1617
VK004	91024.1718	Hippolog - kandidatprogram RIDH	17/18 	ramschema.cfm?programkod=VK004&selLasar=1718&sprak=sv&programanmkod=91024.1718
VK004	91025.1718	Hippolog - kandidatprogram TRAV	17/18 	ramschema.cfm?programkod=VK004&selLasar=1718&sprak=sv&programanmkod=91025.1718
VK004	91026.1718	Hippolog - kandidatprogram ISLA	17/18 	ramschema.cfm?programkod=VK004&selLasar=1718&sprak=sv&programanmkod=91026.1718
VK004	91024.1819	Hippolog - kandidatprogram RIDH	18/19 	ramschema.cfm?programkod=VK004&selLasar=1819&sprak=sv&programanmkod=91024.1819
VK004	91025.1819	Hippolog - kandidatprogram TRAV	18/19 	ramschema.cfm?programkod=VK004&selLasar=1819&sprak=sv&programanmkod=91025.1819
VK004	91026.1819	Hippolog - kandidatprogram ISLA	18/19 	ramschema.cfm?programkod=VK004&selLasar=1819&sprak=sv&programanmkod=91026.1819
VK004	91024.1920	Hippolog - kandidatprogram RIDH	19/20 	ramschema.cfm?programkod=VK004&selLasar=1920&sprak=sv&programanmkod=91024.1920
VK004	91025.1920	Hippolog - kandidatprogram TRAV	19/20 	ramschema.cfm?programkod=VK004&selLasar=1920&sprak=sv&programanmkod=91025.1920
VK004	91026.1920	Hippolog - kandidatprogram ISLA	19/20 	ramschema.cfm?programkod=VK004&selLasar=1920&sprak=sv&programanmkod=91026.1920
VK004	90125.2021	Hippolog - kandidatprogram TRAV	20/21 	ramschema.cfm?programkod=VK004&selLasar=2021&sprak=sv&programanmkod=90125.2021
VK004	91024.2021	Hippolog - kandidatprogram RIDH	20/21 	ramschema.cfm?programkod=VK004&selLasar=2021&sprak=sv&programanmkod=91024.2021
VK004	91026.2021	Hippolog - kandidatprogram ISLA	20/21 	ramschema.cfm?programkod=VK004&selLasar=2021&sprak=sv&programanmkod=91026.2021
VK004	90125.2122	Hippolog - kandidatprogram TRAV	21/22 	ramschema.cfm?programkod=VK004&selLasar=2122&sprak=sv&programanmkod=90125.2122
VK004	91024.2122	Hippolog - kandidatprogram RIDH	21/22 	ramschema.cfm?programkod=VK004&selLasar=2122&sprak=sv&programanmkod=91024.2122
VK005	91038.1617	Etologi och djurskydd - kandidatprogram	16/17 	ramschema.cfm?programkod=VK005&selLasar=1617&sprak=sv&programanmkod=91038.1617
VK005	91038.1718	Etologi och djurskydd - kandidatprogram	17/18 	ramschema.cfm?programkod=VK005&selLasar=1718&sprak=sv&programanmkod=91038.1718
VK005	91038.1819	Etologi och djurskydd - kandidatprogram	18/19 	ramschema.cfm?programkod=VK005&selLasar=1819&sprak=sv&programanmkod=91038.1819
VK005	91038.1920	Etologi och djurskydd - kandidatprogram	19/20 	ramschema.cfm?programkod=VK005&selLasar=1920&sprak=sv&programanmkod=91038.1920
VK005	91038.2021	Etologi och djurskydd - kandidatprogram	20/21 	ramschema.cfm?programkod=VK005&selLasar=2021&sprak=sv&programanmkod=91038.2021
VK005	91038.2122	Etologi och djurskydd - kandidatprogram	21/22 	ramschema.cfm?programkod=VK005&selLasar=2122&sprak=sv&programanmkod=91038.2122
VK005	91038.2223	Etologi och djurskydd - kandidatprogram	22/23 	ramschema.cfm?programkod=VK005&selLasar=2223&sprak=sv&programanmkod=91038.2223
VK006	91039.1617	Sport- och sällskapsdjur - kandidatprogram	16/17 	ramschema.cfm?programkod=VK006&selLasar=1617&sprak=sv&programanmkod=91039.1617
VK006	91039.1718	Sport- och sällskapsdjur - kandidatprogram	17/18 	ramschema.cfm?programkod=VK006&selLasar=1718&sprak=sv&programanmkod=91039.1718
VK006	91039.1819	Sport- och sällskapsdjur - kandidatprogram	18/19 	ramschema.cfm?programkod=VK006&selLasar=1819&sprak=sv&programanmkod=91039.1819
VK006	91039.1920	Sport- och sällskapsdjur - kandidatprogram	19/20 	ramschema.cfm?programkod=VK006&selLasar=1920&sprak=sv&programanmkod=91039.1920
