Nr	Kurskod	Version	Kursplan sve	Kursplan sve_link0	Kursplan eng	Kursplan eng_link0	Json	Json_link0
7506	TN4020	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4020&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4020&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4020&ver=1&sprak=sv
7507	TN4021	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4021&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4021&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4021&ver=1&sprak=sv
7508	TN4022	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4022&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4022&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4022&ver=1&sprak=sv
7509	TN4023	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4023&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4023&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4023&ver=1&sprak=sv
7510	TN4024	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4024&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4024&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4024&ver=1&sprak=sv
7511	TN4025	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4025&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4025&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4025&ver=1&sprak=sv
7512	TN4026	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4026&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4026&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4026&ver=1&sprak=sv
7513	TN4048	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4048&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4048&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4048&ver=1&sprak=sv
7514	TN4049	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4049&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4049&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4049&ver=1&sprak=sv
7515	TN4050	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4050&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4050&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4050&ver=1&sprak=sv
7516	TN4051	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4051&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4051&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4051&ver=1&sprak=sv
7517	TN4052	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4052&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4052&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4052&ver=1&sprak=sv
7518	TN4053	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4053&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4053&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4053&ver=1&sprak=sv
7519	TN4054	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4054&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4054&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4054&ver=1&sprak=sv
7520	TN4055	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4055&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4055&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4055&ver=1&sprak=sv
7521	TN4056	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4056&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4056&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4056&ver=1&sprak=sv
7522	TN4057	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4057&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4057&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4057&ver=1&sprak=sv
7523	TN4058	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4058&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4058&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4058&ver=1&sprak=sv
7524	TN4059	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4059&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4059&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4059&ver=1&sprak=sv
7525	TN4060	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4060&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4060&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4060&ver=1&sprak=sv
7526	TN4061	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4061&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4061&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4061&ver=1&sprak=sv
7527	TN4062	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4062&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4062&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4062&ver=1&sprak=sv
7528	TN4063	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4063&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4063&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4063&ver=1&sprak=sv
7529	TN4064	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4064&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN4064&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN4064&ver=1&sprak=sv
7530	TN9001	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN9001&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN9001&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN9001&ver=1&sprak=sv
7531	TN9002	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN9002&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TN9002&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TN9002&ver=1&sprak=sv
7532	TU0001	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0001&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0001&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0001&ver=1&sprak=sv
7533	TU0001	2	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0001&ver=2&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0001&ver=2&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0001&ver=2&sprak=sv
7534	TU0002	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0002&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0002&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0002&ver=1&sprak=sv
7535	TU0002	2	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0002&ver=2&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0002&ver=2&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0002&ver=2&sprak=sv
7536	TU0003	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0003&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0003&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0003&ver=1&sprak=sv
7537	TU0004	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0004&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0004&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0004&ver=1&sprak=sv
7538	TU0004	2	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0004&ver=2&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0004&ver=2&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0004&ver=2&sprak=sv
7539	TU0005	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0005&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0005&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0005&ver=1&sprak=sv
7540	TU0006	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0006&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0006&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0006&ver=1&sprak=sv
7541	TU0007	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0007&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0007&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0007&ver=1&sprak=sv
7542	TU0008	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0008&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0008&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0008&ver=1&sprak=sv
7543	TU0009	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0009&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0009&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0009&ver=1&sprak=sv
7544	TU0010	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0010&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0010&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0010&ver=1&sprak=sv
7545	TU0011	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0011&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0011&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0011&ver=1&sprak=sv
7546	TU0012	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0012&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0012&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0012&ver=1&sprak=sv
7547	TU0013	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0013&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0013&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0013&ver=1&sprak=sv
7548	TU0014	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0014&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0014&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0014&ver=1&sprak=sv
7549	TU0014	2	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0014&ver=2&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0014&ver=2&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0014&ver=2&sprak=sv
7550	TU0015	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0015&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0015&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0015&ver=1&sprak=sv
7551	TU0016	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0016&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0016&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0016&ver=1&sprak=sv
7552	TU0017	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0017&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0017&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0017&ver=1&sprak=sv
7553	TU0018	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0018&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0018&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0018&ver=1&sprak=sv
7554	TU0019	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0019&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0019&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0019&ver=1&sprak=sv
7555	TU0020	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0020&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0020&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0020&ver=1&sprak=sv
7556	TU0021	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0021&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0021&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0021&ver=1&sprak=sv
7557	TU0022	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0022&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0022&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0022&ver=1&sprak=sv
7558	TU0023	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0023&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0023&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0023&ver=1&sprak=sv
7559	TU0024	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0024&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0024&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0024&ver=1&sprak=sv
7560	TU0024	2	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0024&ver=2&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0024&ver=2&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0024&ver=2&sprak=sv
7561	TU0025	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0025&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0025&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0025&ver=1&sprak=sv
7562	TU0026	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0026&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0026&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0026&ver=1&sprak=sv
7563	TU0027	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0027&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0027&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0027&ver=1&sprak=sv
7564	TU0028	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0028&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0028&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0028&ver=1&sprak=sv
7565	TU0029	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0029&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0029&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0029&ver=1&sprak=sv
7566	TU0029	2	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0029&ver=2&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0029&ver=2&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0029&ver=2&sprak=sv
7567	TU0030	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0030&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0030&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0030&ver=1&sprak=sv
7568	TU0031	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0031&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0031&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0031&ver=1&sprak=sv
7569	TU0032	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0032&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0032&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0032&ver=1&sprak=sv
7570	TU0033	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0033&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TU0033&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TU0033&ver=1&sprak=sv
7571	TY4001	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TY4001&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=TY4001&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=TY4001&ver=1&sprak=sv
7572	UL0015	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0015&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0015&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0015&ver=1&sprak=sv
7573	UL0017	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0017&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0017&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0017&ver=1&sprak=sv
7574	UL0021	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0021&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0021&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0021&ver=1&sprak=sv
7575	UL0031	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0031&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0031&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0031&ver=1&sprak=sv
7576	UL0032	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0032&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0032&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0032&ver=1&sprak=sv
7577	UL0033	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0033&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0033&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0033&ver=1&sprak=sv
7578	UL0034	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0034&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0034&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0034&ver=1&sprak=sv
7579	UL0035	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0035&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0035&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0035&ver=1&sprak=sv
7580	UL0036	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0036&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UL0036&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UL0036&ver=1&sprak=sv
7581	UU0001	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0001&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0001&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UU0001&ver=1&sprak=sv
7582	UU0002	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0002&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0002&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UU0002&ver=1&sprak=sv
7583	UU0003	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0003&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0003&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UU0003&ver=1&sprak=sv
7584	UU0004	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0004&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=UU0004&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=UU0004&ver=1&sprak=sv
