enhet	anmkod	Kurskod	Benamning	Enhetsnamn
644	10269.2122	EX0852	Independent Project in Landscape Architecture, A2E - Landscape Architecture- Master´s Programme	Institutionen för landskapsarkitektur, planering och förvaltning
644	30229.2122	EX0852	Independent Project in Landscape Architecture, A2E - Landscape Architecture- Master´s Programme	Institutionen för landskapsarkitektur, planering och förvaltning
644	20153.2122	LK0404	Landscape Architecture Practice	Institutionen för landskapsarkitektur, planering och förvaltning
644	40137.2122	LK0404	Landscape Architecture Practice	Institutionen för landskapsarkitektur, planering och förvaltning
644	40133.2122	EX0847	Självständigt arbete i Landskapsarkitektur, G2E - Trädgårdsingenjör: design - kandidatprogram	Institutionen för landskapsarkitektur, planering och förvaltning
644	10274.2122	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	20146.2122	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	40134.2122	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	20161.2122	LK0407	Hållbar utveckling av stadslandskapet, tillämpningskurs	Institutionen för landskapsarkitektur, planering och förvaltning
644	30249.2122	EX0841	Självständigt arbete i Landskapsarkitektur, G2E - Landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
644	10281.2122	FS0001	Foodscapes 1	Institutionen för landskapsarkitektur, planering och förvaltning
644	40140.2122	EX0841	Självständigt arbete i Landskapsarkitektur, G2E - Landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
644	20158.2122	EX0843	Independent project in Landscape Architecture, G2E	Institutionen för landskapsarkitektur, planering och förvaltning
644	30251.2122	EX0843	Independent project in Landscape Architecture, G2E	Institutionen för landskapsarkitektur, planering och förvaltning
644	30250.2122	EX0841	Självständigt arbete i Landskapsarkitektur, G2E - Landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
644	40141.2122	EX0843	Independent project in Landscape Architecture, G2E	Institutionen för landskapsarkitektur, planering och förvaltning
644	10283.2122	TN0360	Grönblå infrastruktur	Institutionen för landskapsarkitektur, planering och förvaltning
644	10024.2223	LK0415	Markbyggnad - Material och projektering	Institutionen för landskapsarkitektur, planering och förvaltning
644	10024.1819	LK0247	Växt- och marklära för landskapsingenjörer	Institutionen för landskapsarkitektur, planering och förvaltning
644	20009.1819	LK0196	Trädvård	Institutionen för landskapsarkitektur, planering och förvaltning
644	20010.1819	TN0334	Markbyggnad	Institutionen för landskapsarkitektur, planering och förvaltning
644	10025.1819	LK0195	Skötsel av grönytor och naturmarker	Institutionen för landskapsarkitektur, planering och förvaltning
644	30012.1819	FÖ0422	Markbyggnads- och skötselekonomi	Institutionen för landskapsarkitektur, planering och förvaltning
644	40008.1819	TN0330	Tillämpning i projektering, bygg och skötsel av utemiljö	Institutionen för landskapsarkitektur, planering och förvaltning
644	10026.1819	TN0322	Material - konstruktion och projektering	Institutionen för landskapsarkitektur, planering och förvaltning
644	40009.1819	LK0282	Urban Agriculture and Social Interaction	Institutionen för landskapsarkitektur, planering och förvaltning
644	10027.1819	LK0228	Landskapsarkitektens praktik	Institutionen för landskapsarkitektur, planering och förvaltning
644	40010.1819	LK0217	Utomhusträdgårdens material och design	Institutionen för landskapsarkitektur, planering och förvaltning
644	10028.1819	LK0218	Utökad växt- och ståndortskännedom	Institutionen för landskapsarkitektur, planering och förvaltning
644	20011.1819	LK0219	Växtkomposition	Institutionen för landskapsarkitektur, planering och förvaltning
644	20012.1819	LK0244	Trädgårdsdesignens metod och material	Institutionen för landskapsarkitektur, planering och förvaltning
644	40011.1819	LK0213	Färg- & formlära för trädgårdsingenjörer	Institutionen för landskapsarkitektur, planering och förvaltning
644	30013.1819	LK0216	Inomhusträdgårdens material och design	Institutionen för landskapsarkitektur, planering och förvaltning
644	30014.1819	LK0220	Projektkurs Trädgårdsdesign	Institutionen för landskapsarkitektur, planering och förvaltning
644	20148.2122	LK0394	Analys av skogslandskap	Institutionen för landskapsarkitektur, planering och förvaltning
644	20136.2223	LK0422	Innovation och implementering	Institutionen för landskapsarkitektur, planering och förvaltning
644	10261.2122	LK0296	Möte med landskap 1	Institutionen för landskapsarkitektur, planering och förvaltning
644	10304.2122	LK0406	Hållbar utveckling av stadslandskapet, teorikurs	Institutionen för landskapsarkitektur, planering och förvaltning
644	10246.2223	FS0003	Foodscapes 2	Institutionen för landskapsarkitektur, planering och förvaltning
644	10271.2122	LK0389	Temakurs 2020:2	Institutionen för landskapsarkitektur, planering och förvaltning
644	10303.2122	LK0405	Stadens utmaningar	Institutionen för landskapsarkitektur, planering och förvaltning
644	P0091.2021	PLS0080	Att studera stadslandskapets organisation och förvaltning	Institutionen för landskapsarkitektur, planering och förvaltning
644	30015.1819	LK0257	Växtkännedom och vegetationsekologi	Institutionen för landskapsarkitektur, planering och förvaltning
644	20013.1819	LK0228	Landskapsarkitektens praktik	Institutionen för landskapsarkitektur, planering och förvaltning
644	30016.1819	LK0228	Landskapsarkitektens praktik	Institutionen för landskapsarkitektur, planering och förvaltning
644	40012.1819	LK0228	Landskapsarkitektens praktik	Institutionen för landskapsarkitektur, planering och förvaltning
644	50001.1819	LK0228	Landskapsarkitektens praktik	Institutionen för landskapsarkitektur, planering och förvaltning
644	40013.1819	LK0272	Växtteknik	Institutionen för landskapsarkitektur, planering och förvaltning
644	10029.1819	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	20014.1819	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	30017.1819	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	40014.1819	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	50002.1819	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	10285.1819	LK0319	Gröna tak - grundläggande koncept och användning	Institutionen för landskapsarkitektur, planering och förvaltning
644	10030.1819	LK0185	Explorations into landscape architecture	Institutionen för landskapsarkitektur, planering och förvaltning
644	P0089.1819	PLS0066	CRITICALITY BEYOND DISCIPLINARITY: Working knowledge(s) in, of and for urban landscape	Institutionen för landskapsarkitektur, planering och förvaltning
644	10031.1819	LK0289	Projektering: Från idé till färdig anläggning	Institutionen för landskapsarkitektur, planering och förvaltning
644	10208.1516	LK0242	Trädgårdsdesign - metod och material	Institutionen för landskapsarkitektur, planering och förvaltning
644	30089.1718	LK0287	Climate Change - Landscape in Transition	Institutionen för landskapsarkitektur, planering och förvaltning
644	20026.1516	LK0181	Theme course	Institutionen för landskapsarkitektur, planering och förvaltning
644	40143.1920	LK0371	Tema Kurs 2020	Institutionen för landskapsarkitektur, planering och förvaltning
644	20155.1819	LK0290	Planning  Project - Large Scale Structures,  Analysis and EIA	Institutionen för landskapsarkitektur, planering och förvaltning
644	30018.1819	EX0841	Självständigt arbete i Landskapsarkitektur, G2E - Landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
644	10322.2021	LK0389	Temakurs 2020:2	Institutionen för landskapsarkitektur, planering och förvaltning
644	40103.1920	LK0340	Trädgårdshistoria	Institutionen för landskapsarkitektur, planering och förvaltning
644	30091.1920	LK0257	Växtkännedom och vegetationsekologi	Institutionen för landskapsarkitektur, planering och förvaltning
644	40055.1920	TN0330	Tillämpning i projektering, bygg och skötsel av utemiljö	Institutionen för landskapsarkitektur, planering och förvaltning
644	40056.1920	LK0272	Växtteknik	Institutionen för landskapsarkitektur, planering och förvaltning
644	10032.1920	LK0194	Stadens utmaningar	Institutionen för landskapsarkitektur, planering och förvaltning
644	40102.1920	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	50072.1920	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	30276.1920	EX0843	Independent project in Landscape Architecture, G2E	Institutionen för landskapsarkitektur, planering och förvaltning
644	40134.1920	EX0843	Independent project in Landscape Architecture, G2E	Institutionen för landskapsarkitektur, planering och förvaltning
644	10079.1617	LK0169	Grundläggande växtkännedom samt landskapsarkitektens yrkesroll	Institutionen för landskapsarkitektur, planering och förvaltning
644	30075.1617	LK0176	Formlära 2 - Att skapa en plats	Institutionen för landskapsarkitektur, planering och förvaltning
644	10084.1617	LK0178	Projektering och byggande av landskapsarkitektur	Institutionen för landskapsarkitektur, planering och förvaltning
644	10210.1920	LK0352	Landskapsförvaltning	Institutionen för landskapsarkitektur, planering och förvaltning
644	40004.1920	LK0336	Dynamic Vegetation Design	Institutionen för landskapsarkitektur, planering och förvaltning
644	30085.1617	LK0273	Designprojekt – Plats, begrepp och teori	Institutionen för landskapsarkitektur, planering och förvaltning
644	30086.1617	LK0258	Landskapsanalys med GIS	Institutionen för landskapsarkitektur, planering och förvaltning
644	30087.1617	LK0265	Landskap i förändring- effekter av och anpassningar till klimatförändringar	Institutionen för landskapsarkitektur, planering och förvaltning
644	10178.1516	LK0169	Grundläggande växtkännedom samt landskapsarkitektens yrkesroll	Institutionen för landskapsarkitektur, planering och förvaltning
644	10176.1516	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	20077.1516	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	30146.1516	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	40067.1516	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	50029.1516	LK0193	Praktikkurs för landskapsingenjörer och trädgårdsingenjör - design	Institutionen för landskapsarkitektur, planering och förvaltning
644	10175.1516	LK0195	Skötsel av grönytor och naturmarker	Institutionen för landskapsarkitektur, planering och förvaltning
644	40005.1920	LK0337	The Cultural Heritage of Landscape Architecture	Institutionen för landskapsarkitektur, planering och förvaltning
644	10180.1516	LK0174	Park- och naturmarksförvaltning med praktik	Institutionen för landskapsarkitektur, planering och förvaltning
644	30149.1516	EX0793	Examensarbete i landskapsarkitektur inom landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
644	40070.1516	EX0793	Examensarbete i landskapsarkitektur inom landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
644	30150.1516	EX0791	Examensarbete i teknologi inom landskapsingenjörsprogrammet	Institutionen för landskapsarkitektur, planering och förvaltning
