enhet	anmkod	Kurskod	Benamning	Enhetsnamn
415	10077.2223	ÖT0010	Kvalificerad praktik 2	Institutionen för ekologi
415	30076.2223	ÖT0010	Kvalificerad praktik 2	Institutionen för ekologi
415	50017.2223	ÖT0004	Kvalificerad praktik 1	Institutionen för ekologi
415	10095.2223	ÖT0005	Kvalificerad praktik 1	Institutionen för ekologi
415	30092.2223	ÖT0005	Kvalificerad praktik 1	Institutionen för ekologi
415	50012.2223	ÖT0010	Kvalificerad praktik 2	Institutionen för ekologi
415	30143.1819	BI1312	Grundläggande zoologi, evolution och husdjurens historia	Institutionen för ekologi
415	30213.1920	BI1251	Organismvärlden	Institutionen för ekologi
415	50005.1819	BI1287	Floristik	Institutionen för ekologi
415	10100.1819	BI1318	Tillämpad Naturvårdsbiologi	Institutionen för ekologi
415	10072.1819	BI1077	Ekologi	Institutionen för ekologi
415	30093.1819	BI1317	Naturvårdsbiologi	Institutionen för ekologi
415	20068.1819	BI1316	Växtproduktion 2	Institutionen för ekologi
415	10101.1819	BI1321	Kryptogamer och naturvård	Institutionen för ekologi
415	40063.1819	BI1320	Bin, biodling och pollinering	Institutionen för ekologi
415	10211.1819	EX0891	Självständigt arbete i Skogsvetenskap, A2E - Jägmästarprogrammet	Institutionen för ekologi
415	10212.1819	EX0892	Självständigt arbete i skogsvetenskap, A2E - Jägmästarprogrammet	Institutionen för ekologi
415	30236.2021	BI1251	Organismvärlden	Institutionen för ekologi
415	10292.2021	BI1374	Hållbarhetens ekologi: Maten, skogen, staden och klimatet.	Institutionen för ekologi
415	P0068.1920	PNG0087	Making Science Matter - increasing the impact of ecological findings	Institutionen för ekologi
415	30238.2021	BI1275	Ekologi och miljövetenskap	Institutionen för ekologi
415	20149.2021	BI1277	Vertebratzoologi	Institutionen för ekologi
415	10257.2021	BI1318	Tillämpad Naturvårdsbiologi	Institutionen för ekologi
415	30239.2021	BI1317	Naturvårdsbiologi	Institutionen för ekologi
415	10259.2021	ÖT0005	Kvalificerad praktik 1	Institutionen för ekologi
415	30262.2021	ÖT0005	Kvalificerad praktik 1	Institutionen för ekologi
415	50071.2021	ÖT0005	Kvalificerad praktik 1	Institutionen för ekologi
415	50070.2021	ÖT0004	Kvalificerad praktik 1	Institutionen för ekologi
415	20098.2021	BI1349	Ekologi	Institutionen för ekologi
415	50054.2021	BI1287	Floristik	Institutionen för ekologi
415	40115.2021	BI1039	Ekologi	Institutionen för ekologi
415	40116.2021	BI1252	Ekologi	Institutionen för ekologi
415	50069.2021	BI1351	Floristik, entomologi och fältstudier i åkermark	Institutionen för ekologi
415	50068.2021	BI1319	Floristik och entomologi	Institutionen för ekologi
415	10258.2021	ÖT0004	Kvalificerad praktik 1	Institutionen för ekologi
415	30240.2021	ÖT0004	Kvalificerad praktik 1	Institutionen för ekologi
415	30237.2021	BI1274	Ekologi för miljö och vatten	Institutionen för ekologi
415	50072.2021	ÖT0006	Kvalificerad praktik 2	Institutionen för ekologi
415	50073.2021	ÖT0007	Kvalificerad praktik 2	Institutionen för ekologi
415	10260.2021	ÖT0006	Kvalificerad praktik 2	Institutionen för ekologi
415	30241.2021	ÖT0006	Kvalificerad praktik 2	Institutionen för ekologi
415	10261.2021	ÖT0007	Kvalificerad praktik 2	Institutionen för ekologi
415	30242.2021	ÖT0007	Kvalificerad praktik 2	Institutionen för ekologi
415	30182.2021	BI1312	Grundläggande zoologi, evolution och husdjurens historia	Institutionen för ekologi
415	10046.2021	EX0951	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	20017.2021	BI1338	Skoglig naturvårdsbiologi	Institutionen för ekologi
415	P0078.2021	PNG0092	Avancerad datahantering i R	Institutionen för ekologi
415	P0069.1920	PNG0086	Writing Scientific Papers	Institutionen för ekologi
415	10291.2021	BI1321	Kryptogamer och naturvård	Institutionen för ekologi
415	10293.2021	BI1357	Insekternas mångfald och bevarande	Institutionen för ekologi
415	10290.2021	BI0872	Viltbiologi	Institutionen för ekologi
415	40135.2021	BI1320	Bin, biodling och pollinering	Institutionen för ekologi
415	10221.2021	EX0953	Masterarbete i Biologi, A2E - Ekologi	Institutionen för ekologi
415	30210.2021	EX0953	Masterarbete i Biologi, A2E - Ekologi	Institutionen för ekologi
415	10192.2021	BI1361	Urbanekologi och växtkännedom	Institutionen för ekologi
415	50016.2021	EX0951	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	10047.2021	EX0952	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	30041.2021	EX0952	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	50017.2021	EX0952	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	10048.2021	EX0991	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	30042.2021	EX0991	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	50018.2021	EX0991	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	30040.2021	EX0951	Masterarbete i Skogsvetenskap, A2E - Ekologi	Institutionen för ekologi
415	20106.2122	MX0155	Samhälle och miljö	Institutionen för ekologi
415	P0079.1920	PNG0089	Foundational philosophy of ecology - an introduction	Institutionen för ekologi
415	20168.2021	MX0127	Samhälle och miljö	Institutionen för ekologi
415	P0009.2021	PNS0196	Land-use management & conservation in Brazil, a field based course	Institutionen för ekologi
415	40145.1920	BI1379	Bin, biodling och pollinering	Institutionen för ekologi
415	P0088.1920	PNG0088	Understanding and coding the R programming language	Institutionen för ekologi
410	30024.0405	BI0496	Biologi med ekologi och etologi	Institutionen för entomologi
410	30010.0506	BI0476	Fältkurs i tropisk ekologi och miljövård	Institutionen för entomologi
410	24101.0001	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	24101.0102	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	24101.0203	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	24101.0304	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	24101.9900	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	24102.0001	BI4043	Skogs- och växtskydd	Institutionen för entomologi
410	24102.0102	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	24102.0203	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	24102.0304	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	24102.9900	BI4043	Skogs- och växtskydd	Institutionen för entomologi
410	24103.0001	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	24402.0102	BI0380	Tropisk ekologi och miljövård	Institutionen för entomologi
410	24402.0203	BI0468	Tillämpad populationsbiologi	Institutionen för entomologi
410	24403.0304	BI0380	Tropisk ekologi och miljövård	Institutionen för entomologi
410	24404.0304	BI0468	Tillämpad populationsbiologi	Institutionen för entomologi
410	20081.0607	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	20082.0607	BI0468	Tillämpad populationsbiologi	Institutionen för entomologi
410	20023.0405	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	20024.0506	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	20025.0506	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	20022.0405	BI0031	Insekter i lantbruket	Institutionen för entomologi
410	20007.0405	BI0468	Tillämpad populationsbiologi	Institutionen för entomologi
410	20007.0506	BI0380	Tropisk ekologi och miljövård	Institutionen för entomologi
410	20008.0506	BI0468	Tillämpad populationsbiologi	Institutionen för entomologi
410	14404.9900	BI0380	Tropisk ekologi och miljövård	Institutionen för entomologi
410	20083.0607	BI4248	Ekologiska arbetsmetoder	Institutionen för entomologi
410	54101.0001	BI0368	Entomologi för biologilärare - distanskurs	Institutionen för entomologi
410	54101.9900	BI0368	Entomologi för biologilärare - distanskurs	Institutionen för entomologi
410	54401.0102	BI0382	Ekologi, faunistik	Institutionen för entomologi
410	54401.0203	BI0382	Ekologi, faunistik	Institutionen för entomologi
410	54401.0304	BI0382	Ekologi, faunistik	Institutionen för entomologi
410	54401.9900	BI0382	Ekologi, faunistik	Institutionen för entomologi
410	54402.0001	BI0382	Ekologi, faunistik	Institutionen för entomologi
410	50034.0506	BI0658	Europeisk fältkurs i miljövård (EFEES)	Institutionen för entomologi
410	44403.0001	BI4023	Ekologi, grundkurs	Institutionen för entomologi
410	44403.0102	BI0441	Natur- och landskapsvård	Institutionen för entomologi
410	44403.9900	BI4023	Ekologi, grundkurs	Institutionen för entomologi
410	44404.0102	BI4023	Ekologi, grundkurs	Institutionen för entomologi
410	44404.0304	BI4023	Ekologi, grundkurs	Institutionen för entomologi
410	44406.0203	BI4023	Ekologi, grundkurs	Institutionen för entomologi
410	44101.0102	BI0022	Ekologi	Institutionen för entomologi
410	44101.0203	BI0022	Ekologi	Institutionen för entomologi
410	44101.0304	BI0022	Ekologi	Institutionen för entomologi
410	44102.0001	BI0022	Ekologi	Institutionen för entomologi
410	44102.9900	BI0022	Ekologi	Institutionen för entomologi
410	40014.0405	BI4023	Ekologi, grundkurs	Institutionen för entomologi
410	34407.0102	BI0476	Fältkurs i tropisk ekologi och miljövård	Institutionen för entomologi
410	34403.0304	BI0476	Fältkurs i tropisk ekologi och miljövård	Institutionen för entomologi
410	34404.0001	BI0386	Miljövård	Institutionen för entomologi
410	34404.0304	BI0496	Biologi med ekologi och etologi	Institutionen för entomologi
410	34404.9900	BI0386	Miljövård	Institutionen för entomologi
390	50026.1112	BI1097	Plant Pathology in a Changing World	Institutionen för skoglig mykologi och växtpatologi
390	50029.2122	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10034.1617	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10136.1920	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10056.2122	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30134.1920	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50043.1920	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10204.1617	EX0824	Examensarbete i Skogsvetenskap vid institutionen för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30193.1617	EX0824	Examensarbete i Skogsvetenskap vid institutionen för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	23901.0304	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	23901.9900	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	24401.0203	BI0376	Biologisk bekämpning	Institutionen för skoglig mykologi och växtpatologi
390	24404.0102	BI0376	Biologisk bekämpning	Institutionen för skoglig mykologi och växtpatologi
390	23901.0001	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	23901.0102	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	23901.0203	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	20143.0910	BI0883	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	20121.0708	BI0708	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	20096.1011	BI0883	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	20075.1213	BI0883	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	20052.0809	BI0883	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	20053.0506	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	20042.1112	BI0883	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	13901.0001	BI4065	Ekologisk mykologi	Institutionen för skoglig mykologi och växtpatologi
390	13901.0102	BI4065	Ekologisk mykologi	Institutionen för skoglig mykologi och växtpatologi
390	13901.0203	BI4065	Ekologisk mykologi	Institutionen för skoglig mykologi och växtpatologi
390	13901.0304	BI4065	Ekologisk mykologi	Institutionen för skoglig mykologi och växtpatologi
390	13901.9900	BI4065	Ekologisk mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10301.1011	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10279.0910	BI0874	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10280.0910	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10281.0910	SG0014	Introduktion - Skogen som naturresurs	Institutionen för skoglig mykologi och växtpatologi
390	10189.1011	BI0874	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10189.1213	BI0874	Ecology & Management of Diseases and Pests of Forest Trees	Institutionen för skoglig mykologi och växtpatologi
390	10190.1011	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10171.0708	BI0709	Växtpatologi och entomologi	Institutionen för skoglig mykologi och växtpatologi
390	10136.1213	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10147.0809	BI0990	Växtpatologi och entomologi	Institutionen för skoglig mykologi och växtpatologi
390	10149.0809	SG0014	Introduktion - Skogen som naturresurs	Institutionen för skoglig mykologi och växtpatologi
390	10132.0405	BI4287	Mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10102.1112	BI0874	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10103.1112	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10075.0506	BI4287	Mykologi	Institutionen för skoglig mykologi och växtpatologi
390	P0046.1213	PNS0098	Agrigenomics	Institutionen för skoglig mykologi och växtpatologi
390	10148.1415	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30112.1415	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30300.1415	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	10149.1415	BI0874	Ecology & Management of Diseases and Pests of Forest Trees	Institutionen för skoglig mykologi och växtpatologi
390	20083.0405	BI4226	Skoglig mikrobiologi	Institutionen för skoglig mykologi och växtpatologi
390	10109.1314	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30076.1314	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30077.1314	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	20053.1314	BI0883	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	10314.1314	BI0874	Ecology & Management of Diseases and Pests of Forest Trees	Institutionen för skoglig mykologi och växtpatologi
390	10168.1617	SG0181	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	P0098.2021	PFG0079	Pathobiomes and Plant Immunity	Institutionen för skoglig mykologi och växtpatologi
390	10061.2122	SG0225	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10055.2122	BI1381	Svampkunskap - fortsättningskurs i mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10338.2122	BI1402	Kryptogamer och naturvård	Institutionen för skoglig mykologi och växtpatologi
390	10057.2122	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30063.2122	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10058.2122	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30064.2122	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30066.2122	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30062.2122	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50034.2122	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50030.2122	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50031.2122	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	P0095.2021	PFG0077	How to write and publish a scientific paper	Institutionen för skoglig mykologi och växtpatologi
390	P0099.2021	PFG0080	Pathobiomes and Plant Immunity	Institutionen för skoglig mykologi och växtpatologi
390	10290.1819	SG0225	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10140.1819	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10092.1819	SG0181	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	50050.1718	BI1297	Svampkunskap - en introduktion till mykologi	Institutionen för skoglig mykologi och växtpatologi
390	30022.1516	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	10031.1516	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30210.1516	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	10256.1819	EX0919	Självständigt arbete i skogsvetenskap, A2E - Jägmästarprogrammet	Institutionen för skoglig mykologi och växtpatologi
390	30217.1819	EX0918	Självständigt arbete i Skogsvetenskap, A2E - Jägmästarprogrammet	Institutionen för skoglig mykologi och växtpatologi
390	10255.1819	EX0918	Självständigt arbete i Skogsvetenskap, A2E - Jägmästarprogrammet	Institutionen för skoglig mykologi och växtpatologi
390	10289.1819	SG0225	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10184.1718	SG0181	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	30002.1718	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	10001.1718	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30001.1718	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	50041.1718	EX0825	Examensarbete i Skogsvetenskap vid inst. för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10221.1718	EX0825	Examensarbete i Skogsvetenskap vid inst. för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30034.1617	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30033.1617	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	10205.1617	EX0825	Examensarbete i Skogsvetenskap vid inst. för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50045.2223	BI1297	Svampkunskap - en introduktion till mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10239.2223	BI1381	Svampkunskap - fortsättningskurs i mykologi	Institutionen för skoglig mykologi och växtpatologi
390	30194.1617	EX0825	Examensarbete i Skogsvetenskap vid inst. för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50038.1617	EX0825	Examensarbete i Skogsvetenskap vid inst. för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	P0022.0405	PNS0014	Växtsjukdomsepidemiologi	Institutionen för skoglig mykologi och växtpatologi
390	50072.0809	BI0928	Växtpatologi i en värld i förändring	Institutionen för skoglig mykologi och växtpatologi
390	50049.0910	BI1097	Plant Pathology in a Changing World	Institutionen för skoglig mykologi och växtpatologi
390	50023.0708	BI0928	Växtpatologi i en värld i förändring	Institutionen för skoglig mykologi och växtpatologi
390	44401.0203	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	44401.0304	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	44402.0102	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	44408.0001	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	44408.9900	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	43901.0001	BI4097	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	43901.0102	BI4097	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	43901.0203	BI4097	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	43901.0304	BI4097	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	43901.9900	BI4097	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	P0045.1213	PNG0044	How to write and publish a scientific paper	Institutionen för skoglig mykologi och växtpatologi
390	40097.0607	BI4294	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	40081.0405	BI4294	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	40056.0506	BI4294	Skogsskydd	Institutionen för skoglig mykologi och växtpatologi
390	40059.0809	BI0990	Växtpatologi och entomologi	Institutionen för skoglig mykologi och växtpatologi
390	40011.0405	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	40007.0506	BI0319	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	33901.0203	BI0473	Molekylär evolution	Institutionen för skoglig mykologi och växtpatologi
390	33901.0304	BI0473	Molekylär evolution	Institutionen för skoglig mykologi och växtpatologi
390	30346.0910	BI1141	Nyckel till natur och miljö -  bastermin för studenter på miljövetenskaplig utbildning	Institutionen för skoglig mykologi och växtpatologi
390	30173.1011	BI0989	Molekylär evolution	Institutionen för skoglig mykologi och växtpatologi
390	30272.0910	BI0988	Molekylär ekologi	Institutionen för skoglig mykologi och växtpatologi
390	30273.0910	BI0989	Molekylär evolution	Institutionen för skoglig mykologi och växtpatologi
390	30274.0910	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30174.1011	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30175.1011	BI1096	Molecular Ecology	Institutionen för skoglig mykologi och växtpatologi
390	30164.0708	BI0769	Molekylär ekologi	Institutionen för skoglig mykologi och växtpatologi
390	30165.0708	BI0770	Molekylär evolution	Institutionen för skoglig mykologi och växtpatologi
390	30133.0607	MV0120	Markbiologi	Institutionen för skoglig mykologi och växtpatologi
390	30114.0809	BI0989	Molekylär evolution	Institutionen för skoglig mykologi och växtpatologi
390	30123.1213	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30124.1213	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	30113.0809	BI0988	Molekylär ekologi	Institutionen för skoglig mykologi och växtpatologi
390	30094.1112	BI1045	Växtskadegörare i jordbruket	Institutionen för skoglig mykologi och växtpatologi
390	30095.1112	BI1164	Molecular Ecology and Evolution	Institutionen för skoglig mykologi och växtpatologi
390	10090.2223	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	20055.2223	BI1352	Växtproduktion - ogräs och växtskadegörare	Institutionen för skoglig mykologi och växtpatologi
390	10226.2223	SG0225	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	10308.2122	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	20084.2122	BI1352	Växtproduktion - ogräs och växtskadegörare	Institutionen för skoglig mykologi och växtpatologi
390	50028.2122	BI1297	Svampkunskap - en introduktion till mykologi	Institutionen för skoglig mykologi och växtpatologi
390	50049.2223	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10190.2223	BI1419	Träd och skogsekologi	Institutionen för skoglig mykologi och växtpatologi
390	10241.2223	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30202.2223	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50047.2223	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10242.2223	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30203.2223	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50048.2223	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10243.2223	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30204.2223	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10240.2223	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30201.2223	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50046.2223	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50006.1819	BI1297	Svampkunskap - en introduktion till mykologi	Institutionen för skoglig mykologi och växtpatologi
390	20098.1819	BI1325	Skadegörare i jordbruksgrödor	Institutionen för skoglig mykologi och växtpatologi
390	10091.1819	BI1298	Svampkunskap - fortsättningskurs i mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10135.1920	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30133.1920	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50042.1920	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50001.1920	BI1297	Svampkunskap - en introduktion till mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10018.1920	BI1298	Svampkunskap - fortsättningskurs i mykologi	Institutionen för skoglig mykologi och växtpatologi
390	20065.2223	BI1376	Mikrobiom - en introduktion till mikroorganismernas fascinerande värld	Institutionen för skoglig mykologi och växtpatologi
390	10105.2223	BI1402	Kryptogamer och naturvård	Institutionen för skoglig mykologi och växtpatologi
390	10296.1920	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10017.1920	SG0225	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	20100.1920	BI1352	Växtproduktion - ogräs och växtskadegörare	Institutionen för skoglig mykologi och växtpatologi
390	30207.1718	EX0825	Examensarbete i Skogsvetenskap vid inst. för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10223.1718	EX0824	Examensarbete i Skogsvetenskap vid institutionen för skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10152.1920	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
